-2.69, -0.06
-2.76, -0.62
-2.84, -1.17
-2.91, -1.73
-2.99, -2.28
-2.71, -2.32
-2.15, -2.39
-1.60, -2.47
-0.77, -2.58
-0.49, -2.62
0.34, -2.73
0.62, -2.76
1.45, -2.87
1.73, -2.91
2.32, -2.71
2.39, -2.15
2.47, -1.60
2.54, -1.05
2.61, -0.49
2.69, 0.06
2.76, 0.62
2.84, 1.17
2.91, 1.73
2.99, 2.28
2.43, 2.36
1.88, 2.43
1.32, 2.50
0.77, 2.58
0.21, 2.65
-0.34, 2.73
-0.90, 2.80
-1.45, 2.88
-2.00, 2.95
-2.32, 2.71
-2.39, 2.15
-2.47, 1.60
-2.54, 1.05
-2.61, 0.49

