NumRegions:9
RegionID:-1
Center:-1.787,2.877,-1.753
Normal:12.053,-1.815,-33.660
NumPatches:36
-1.613, 2.774, -1.691
-1.668, 2.788, -1.713
-1.717, 2.786, -1.727
-1.773, 2.791, -1.746
-1.829, 2.794, -1.764
-1.891, 2.811, -1.789
-1.943, 2.814, -1.805
-1.990, 2.808, -1.817
-2.053, 2.824, -1.843
-2.117, 2.839, -1.870
-2.169, 2.835, -1.885
-2.227, 2.838, -1.906
-2.281, 2.836, -1.923
-2.345, 2.843, -1.948
-2.400, 2.839, -1.965
-2.456, 2.833, -1.982
-2.512, 2.827, -2.000
-2.570, 2.822, -2.019
-2.629, 2.817, -2.038
-1.992, 3.405, -1.836
-1.565, 2.772, -1.677
-1.517, 2.767, -1.661
-1.467, 2.757, -1.643
-1.415, 2.740, -1.622
-1.659, 3.294, -1.712
-1.320, 2.717, -1.588
-1.366, 2.726, -1.603
-1.535, 3.248, -1.666
-1.474, 3.222, -1.643
-1.269, 2.696, -1.566
-1.229, 2.699, -1.558
-1.423, 3.214, -1.630
-1.369, 3.200, -1.614
-1.314, 3.179, -1.595
-1.148, 2.695, -1.538
-1.061, 2.672, -1.508
RegionID:-1
Center:-0.633,2.833,-1.365
Normal:9.802,-2.096,-32.107
NumPatches:34
-0.634, 2.521, -1.364
-0.671, 2.528, -1.373
-0.707, 2.535, -1.382
-0.748, 2.554, -1.398
-0.791, 2.578, -1.417
-0.833, 2.599, -1.435
-0.871, 2.605, -1.444
-0.912, 2.622, -1.459
-0.954, 2.636, -1.474
-0.999, 2.659, -1.493
-0.976, 3.040, -1.479
-0.929, 3.019, -1.463
-0.885, 3.006, -1.451
-0.836, 2.977, -1.430
-0.745, 2.924, -1.394
-0.821, 3.439, -1.429
-0.657, 2.891, -1.366
-0.597, 2.505, -1.351
-0.559, 2.486, -1.336
-0.524, 2.477, -1.327
-0.565, 2.859, -1.343
-0.455, 2.453, -1.307
-0.489, 2.466, -1.317
-0.484, 2.807, -1.313
-0.572, 3.297, -1.349
-0.386, 2.421, -1.282
-0.407, 2.767, -1.289
-0.480, 3.249, -1.323
-0.434, 3.215, -1.306
-0.387, 3.169, -1.284
-0.344, 3.148, -1.273
-0.301, 3.111, -1.256
-0.310, 3.642, -1.269
-0.259, 3.078, -1.241
RegionID:-1
Center:1.657,-0.979,-0.576
Normal:12.000,-1.281,-35.232
NumPatches:37
1.511, -0.772, -0.620
1.510, -0.747, -0.615
1.405, -0.673, -0.656
1.519, -0.728, -0.614
1.667, -0.817, -0.575
1.802, -0.916, -0.515
1.800, -0.944, -0.518
1.657, -0.837, -0.575
1.793, -0.970, -0.519
1.973, -1.106, -0.465
1.967, -1.135, -0.467
1.968, -1.169, -0.471
1.796, -1.033, -0.529
1.644, -0.910, -0.585
1.513, -0.822, -0.631
1.365, -0.763, -0.660
1.507, -0.869, -0.638
1.651, -0.945, -0.585
1.626, -0.962, -0.592
1.787, -1.091, -0.535
1.965, -1.201, -0.474
1.957, -1.230, -0.476
1.952, -1.261, -0.479
1.785, -1.121, -0.540
1.615, -0.990, -0.592
1.483, -0.908, -0.638
1.356, -0.828, -0.672
1.769, -1.143, -0.540
1.758, -1.168, -0.541
1.600, -1.039, -0.594
1.469, -0.980, -0.648
1.345, -0.869, -0.677
1.491, -0.965, -0.644
1.598, -1.095, -0.602
1.753, -1.196, -0.545
1.456, -0.998, -0.647
1.333, -0.909, -0.682
RegionID:-1
Center:-4.372,6.243,-0.535
Normal:-10.589,35.099,-1.444
NumPatches:36
-5.604, 5.881, -0.371
-5.494, 5.909, -0.368
-5.386, 5.936, -0.365
-5.285, 5.972, -0.363
-5.186, 6.006, -0.361
-5.069, 6.014, -0.750
-5.172, 5.986, -0.754
-4.967, 6.042, -0.746
-4.867, 6.071, -0.743
-4.773, 6.107, -0.740
-4.675, 6.135, -0.737
-4.575, 6.160, -0.735
-4.475, 6.187, -0.733
-4.384, 6.227, -0.733
-4.281, 6.251, -0.728
-4.189, 6.286, -0.724
-4.092, 6.309, -0.719
-4.020, 6.374, -0.338
-4.135, 6.405, 0.124
-4.228, 6.372, 0.125
-4.324, 6.344, 0.125
-4.419, 6.314, 0.126
-4.508, 6.273, 0.126
-4.037, 6.426, 0.123
-3.922, 6.391, -0.337
-3.994, 6.328, -0.714
-3.887, 6.316, -1.079
-3.981, 6.294, -1.085
-3.816, 6.390, -0.708
-3.833, 6.422, -0.337
-3.744, 6.453, -0.336
-3.655, 6.482, -0.336
-3.567, 6.511, -0.335
-3.713, 6.382, -1.073
-3.763, 6.322, -1.445
-3.805, 6.358, -1.078
RegionID:-1
Center:-2.187,6.996,0.158
Normal:-9.431,31.006,-3.005
NumPatches:33
-2.983, 6.759, 0.112
-2.897, 6.787, 0.112
-2.809, 6.812, 0.111
-2.721, 6.835, 0.111
-2.633, 6.858, 0.111
-2.548, 6.889, 0.111
-2.628, 6.807, -0.338
-2.463, 6.919, 0.111
-2.374, 6.936, 0.110
-2.451, 6.850, -0.338
-2.288, 6.964, 0.108
-2.191, 6.983, 0.103
-2.282, 6.915, -0.340
-2.193, 6.937, -0.340
-2.099, 7.023, 0.107
-2.015, 7.059, 0.109
-2.104, 6.957, -0.339
-2.016, 6.981, -0.339
-1.928, 7.086, 0.110
-1.882, 7.114, 0.574
-1.982, 7.130, 0.944
-2.072, 7.111, 0.945
-2.159, 7.080, 0.944
-2.247, 7.052, 0.944
-1.895, 7.159, 0.944
-1.798, 7.156, 0.574
-1.842, 7.111, 0.111
-1.932, 7.016, -0.339
-1.845, 7.042, -0.338
-1.753, 7.128, 0.111
-1.710, 7.180, 0.574
-1.667, 7.155, 0.111
-1.757, 7.063, -0.337
RegionID:-1
Center:2.368,-1.328,0.605
Normal:44.971,13.723,14.497
NumPatches:42
2.364, -1.198, 0.481
2.397, -1.179, 0.350
2.394, -1.140, 0.348
2.385, -1.100, 0.345
2.347, -1.116, 0.474
2.292, -1.090, 0.598
2.247, -1.069, 0.721
2.255, -1.108, 0.728
2.265, -1.149, 0.737
2.304, -1.131, 0.605
2.314, -1.171, 0.611
2.275, -1.190, 0.745
2.235, -1.215, 0.877
2.242, -1.257, 0.886
2.284, -1.232, 0.754
2.320, -1.211, 0.617
2.333, -1.255, 0.626
2.342, -1.301, 0.636
2.393, -1.290, 0.490
2.426, -1.271, 0.357
2.413, -1.225, 0.353
2.443, -1.319, 0.361
2.464, -1.371, 0.366
2.519, -1.371, 0.232
2.431, -1.396, 0.505
2.357, -1.357, 0.645
2.482, -1.423, 0.372
2.543, -1.500, 0.238
2.524, -1.447, 0.235
2.501, -1.519, 0.381
2.448, -1.490, 0.519
2.392, -1.458, 0.658
2.404, -1.506, 0.665
2.359, -1.517, 0.809
2.309, -1.452, 0.937
2.302, -1.408, 0.928
2.284, -1.357, 0.915
2.260, -1.305, 0.899
2.312, -1.494, 0.944
2.317, -1.538, 0.953
2.412, -1.552, 0.672
2.561, -1.554, 0.242
RegionID:-1
Center:0.598,3.343,0.970
Normal:29.826,10.506,11.569
NumPatches:26
0.730, 3.461, 0.454
0.698, 3.529, 0.461
0.649, 3.509, 0.636
0.616, 3.583, 0.648
0.564, 3.552, 0.826
0.513, 3.532, 1.013
0.480, 3.615, 1.034
0.442, 3.582, 1.224
0.459, 3.377, 1.352
0.491, 3.305, 1.327
0.474, 3.491, 1.197
0.525, 3.249, 1.308
0.554, 3.174, 1.282
0.584, 3.114, 1.260
0.614, 3.059, 1.241
0.639, 2.991, 1.216
0.632, 3.140, 1.093
0.674, 3.177, 0.924
0.645, 3.238, 0.939
0.690, 3.258, 0.766
0.681, 3.436, 0.624
0.709, 3.357, 0.612
0.738, 3.287, 0.602
0.687, 3.017, 1.054
0.545, 3.456, 0.993
0.599, 3.485, 0.811
RegionID:-1
Center:-4.083,-0.855,1.227
Normal:-6.522,1.948,19.604
NumPatches:16
-5.019, -1.102, 0.910
-5.022, -1.168, 0.913
-4.566, -1.064, 1.071
-4.176, -0.978, 1.208
-3.813, -0.878, 1.325
-3.523, -0.812, 1.430
-3.523, -0.765, 1.426
-3.516, -0.718, 1.419
-3.517, -0.672, 1.416
-3.521, -0.628, 1.414
-3.818, -0.677, 1.312
-4.162, -0.801, 1.192
-4.556, -0.942, 1.063
-4.552, -1.001, 1.065
-4.555, -0.883, 1.060
-4.163, -0.746, 1.191
RegionID:-1
Center:-3.726,0.361,1.348
Normal:-5.475,-0.502,21.861
NumPatches:23
-4.194, 0.407, 1.185
-4.207, 0.355, 1.187
-3.873, 0.286, 1.303
-3.869, 0.236, 1.302
-3.862, 0.187, 1.299
-3.852, 0.138, 1.296
-3.536, 0.126, 1.397
-3.530, 0.170, 1.395
-3.542, 0.216, 1.402
-3.546, 0.261, 1.405
-3.542, 0.307, 1.406
-3.540, 0.353, 1.407
-3.872, 0.336, 1.304
-3.880, 0.388, 1.308
-3.555, 0.401, 1.415
-3.552, 0.447, 1.415
-3.871, 0.438, 1.308
-3.861, 0.487, 1.307
-3.543, 0.491, 1.413
-3.534, 0.535, 1.412
-3.860, 0.537, 1.310
-3.540, 0.582, 1.416
-3.530, 0.625, 1.414
