NumRegions:7
RegionID:-1
Center:-1.867,2.878,-1.787
Normal:9.323,-0.986,-24.961
NumPatches:27
-1.899, 2.825, -1.799
-1.957, 2.834, -1.819
-2.015, 2.844, -1.840
-2.061, 2.834, -1.851
-2.114, 2.834, -1.867
-2.170, 2.836, -1.886
-2.231, 2.844, -1.910
-2.279, 2.833, -1.921
-2.348, 2.847, -1.951
-2.417, 2.859, -1.980
-2.494, 2.878, -2.014
-2.329, 3.468, -1.948
-1.841, 2.825, -1.782
-2.168, 3.409, -1.881
-1.732, 2.820, -1.746
-1.784, 2.823, -1.763
-2.052, 3.412, -1.853
-1.625, 2.799, -1.706
-1.679, 2.811, -1.726
-1.573, 2.789, -1.686
-1.522, 2.777, -1.667
-1.472, 2.767, -1.649
-1.427, 2.763, -1.636
-1.378, 2.751, -1.618
-1.333, 2.745, -1.604
-1.282, 2.725, -1.582
-1.237, 2.716, -1.568
RegionID:-1
Center:-0.719,2.701,-1.394
Normal:7.384,-1.772,-24.728
NumPatches:26
-0.486, 2.468, -1.316
-0.521, 2.484, -1.328
-0.556, 2.494, -1.338
-0.593, 2.509, -1.351
-0.629, 2.518, -1.361
-0.669, 2.536, -1.376
-0.710, 2.555, -1.393
-0.754, 2.579, -1.412
-0.793, 2.586, -1.422
-0.833, 2.599, -1.434
-0.874, 2.613, -1.447
-0.914, 2.626, -1.461
-0.957, 2.644, -1.477
-0.999, 2.659, -1.492
-0.973, 3.039, -1.477
-0.929, 3.032, -1.467
-0.881, 3.007, -1.448
-0.833, 2.981, -1.430
-0.787, 2.963, -1.415
-0.742, 2.943, -1.400
-0.695, 2.914, -1.380
-0.652, 2.901, -1.370
-0.568, 2.865, -1.345
-0.450, 2.448, -1.301
-0.485, 2.818, -1.316
-0.416, 2.431, -1.288
RegionID:-1
Center:1.800,-0.517,-0.526
Normal:9.656,-0.029,-28.722
NumPatches:31
1.457, -0.375, -0.634
1.584, -0.388, -0.595
1.480, -0.341, -0.632
1.586, -0.367, -0.594
1.741, -0.375, -0.543
1.916, -0.441, -0.492
1.899, -0.459, -0.497
1.718, -0.391, -0.546
1.719, -0.414, -0.549
1.730, -0.440, -0.555
1.885, -0.508, -0.495
2.079, -0.537, -0.439
2.076, -0.565, -0.440
2.072, -0.592, -0.440
2.061, -0.617, -0.440
2.056, -0.644, -0.440
2.069, -0.674, -0.436
1.878, -0.589, -0.501
1.864, -0.612, -0.500
1.708, -0.535, -0.558
1.563, -0.491, -0.598
1.428, -0.444, -0.638
2.051, -0.699, -0.444
2.070, -0.732, -0.441
1.869, -0.640, -0.504
1.699, -0.582, -0.558
2.045, -0.755, -0.447
1.746, -0.494, -0.559
1.738, -0.467, -0.562
1.553, -0.444, -0.589
1.449, -0.413, -0.635
RegionID:-1
Center:-5.676,5.377,-1.081
Normal:-18.445,34.823,-4.159
NumPatches:40
-6.697, 4.827, -1.197
-6.707, 4.737, -1.611
-6.885, 4.710, -1.210
