NumRegions:1
RegionID:0
Center:-0.011,-0.072,1.412
Normal:0.010,-0.504,-0.864
NumPatches:2009
-0.670, 0.513, 1.257
-0.680, 0.513, 1.257
-0.678, 0.521, 1.253
-0.676, 0.530, 1.250
-0.674, 0.538, 1.246
-0.672, 0.547, 1.243
-0.670, 0.555, 1.239
-0.668, 0.564, 1.236
-0.676, 0.572, 1.233
-0.686, 0.572, 1.233
-0.696, 0.572, 1.233
-0.706, 0.572, 1.232
-0.715, 0.572, 1.232
-0.725, 0.572, 1.232
-0.735, 0.571, 1.232
-0.745, 0.571, 1.232
-0.755, 0.571, 1.232
-0.765, 0.571, 1.231
-0.776, 0.562, 1.234
-0.774, 0.571, 1.231
-0.778, 0.554, 1.237
-0.781, 0.546, 1.241
-0.783, 0.537, 1.244
-0.785, 0.528, 1.248
-0.787, 0.520, 1.251
-0.790, 0.511, 1.255
-0.792, 0.502, 1.258
-0.794, 0.494, 1.262
-0.796, 0.485, 1.266
-0.799, 0.476, 1.270
-0.801, 0.467, 1.274
-0.804, 0.458, 1.278
-0.806, 0.449, 1.281
-0.808, 0.440, 1.285
-0.811, 0.431, 1.289
-0.813, 0.422, 1.293
-0.816, 0.413, 1.297
-0.818, 0.403, 1.300
-0.820, 0.394, 1.304
-0.823, 0.384, 1.308
-0.825, 0.375, 1.312
-0.828, 0.366, 1.316
-0.830, 0.356, 1.320
-0.833, 0.346, 1.325
-0.836, 0.337, 1.329
-0.839, 0.327, 1.333
-0.841, 0.317, 1.337
-0.844, 0.307, 1.341
-0.846, 0.297, 1.345
-0.849, 0.288, 1.350
-0.852, 0.278, 1.354
-0.855, 0.267, 1.358
-0.858, 0.257, 1.363
-0.860, 0.247, 1.368
-0.863, 0.237, 1.372
-0.866, 0.226, 1.377
-0.869, 0.216, 1.381
-0.872, 0.205, 1.386
-0.874, 0.195, 1.390
-0.877, 0.184, 1.395
-0.880, 0.174, 1.400
-0.883, 0.163, 1.404
-0.886, 0.152, 1.409
-0.889, 0.141, 1.414
-0.892, 0.130, 1.419
-0.895, 0.119, 1.424
-0.898, 0.108, 1.429
-0.901, 0.096, 1.434
-0.905, 0.085, 1.439
-0.908, 0.074, 1.444
-0.911, 0.062, 1.449
-0.914, 0.051, 1.454
-0.917, 0.039, 1.459
-0.921, 0.027, 1.465
-0.924, 0.016, 1.470
-0.927, 0.004, 1.475
-0.930, -0.008, 1.480
-0.934, -0.020, 1.486
-0.937, -0.032, 1.491
-0.940, -0.045, 1.497
-0.944, -0.057, 1.502
-0.947, -0.069, 1.508
-0.951, -0.082, 1.514
-0.954, -0.094, 1.520
-0.958, -0.107, 1.525
-0.961, -0.120, 1.531
-0.965, -0.133, 1.537
-0.969, -0.146, 1.543
-0.972, -0.159, 1.549
-0.976, -0.172, 1.555
-0.980, -0.185, 1.561
-0.984, -0.199, 1.567
-0.987, -0.212, 1.573
-0.991, -0.226, 1.579
-0.995, -0.239, 1.585
-0.999, -0.253, 1.592
-1.003, -0.267, 1.598
-1.006, -0.281, 1.604
-1.011, -0.295, 1.611
-1.014, -0.309, 1.617
-1.019, -0.324, 1.625
-1.023, -0.338, 1.631
-1.027, -0.353, 1.638
-1.031, -0.367, 1.645
-1.035, -0.382, 1.651
-1.039, -0.397, 1.658
-1.044, -0.412, 1.665
-1.048, -0.427, 1.672
-1.052, -0.443, 1.679
-1.057, -0.458, 1.687
-1.061, -0.474, 1.694
-1.066, -0.489, 1.701
-1.070, -0.505, 1.709
-1.075, -0.521, 1.716
-1.079, -0.537, 1.724
-1.084, -0.554, 1.731
-1.089, -0.570, 1.739
-1.093, -0.587, 1.747
-1.098, -0.603, 1.755
-1.103, -0.620, 1.763
-1.108, -0.637, 1.771
-1.113, -0.654, 1.779
-1.118, -0.672, 1.787
-1.123, -0.689, 1.795
-1.128, -0.707, 1.803
-1.133, -0.725, 1.812
-1.138, -0.743, 1.820
-1.144, -0.761, 1.828
-1.149, -0.779, 1.837
-1.154, -0.798, 1.846
-1.160, -0.816, 1.855
-1.165, -0.835, 1.864
-1.171, -0.854, 1.873
-1.161, -0.873, 1.881
-1.176, -0.873, 1.881
-1.146, -0.873, 1.881
-1.131, -0.873, 1.882
-1.116, -0.874, 1.883
-1.101, -0.874, 1.883
-1.087, -0.874, 1.883
-1.072, -0.874, 1.884
-1.057, -0.875, 1.884
-1.042, -0.875, 1.885
-1.027, -0.875, 1.885
-1.013, -0.876, 1.886
-0.997, -0.876, 1.886
-0.983, -0.876, 1.887
-0.968, -0.876, 1.887
-0.953, -0.877, 1.888
-0.938, -0.877, 1.888
-0.923, -0.877, 1.889
-0.908, -0.877, 1.889
-0.893, -0.877, 1.889
-0.878, -0.878, 1.890
-0.863, -0.878, 1.891
-0.848, -0.878, 1.891
-0.833, -0.878, 1.891
-0.819, -0.879, 1.892
-0.803, -0.879, 1.892
-0.789, -0.879, 1.893
-0.773, -0.880, 1.893
-0.759, -0.880, 1.894
-0.743, -0.880, 1.895
-0.729, -0.881, 1.895
-0.713, -0.881, 1.896
-0.696, -0.862, 1.888
-0.707, -0.843, 1.879
-0.704, -0.824, 1.870
-0.701, -0.805, 1.861
-0.697, -0.786, 1.852
-0.709, -0.768, 1.843
-0.706, -0.749, 1.834
-0.702, -0.731, 1.825
-0.699, -0.713, 1.817
-0.696, -0.695, 1.808
-0.693, -0.678, 1.800
-0.690, -0.660, 1.792
-0.701, -0.643, 1.783
-0.698, -0.626, 1.775
-0.695, -0.609, 1.767
-0.692, -0.592, 1.759
-0.689, -0.575, 1.751
-0.686, -0.559, 1.744
-0.697, -0.542, 1.736
-0.694, -0.526, 1.728
-0.691, -0.510, 1.720
-0.702, -0.494, 1.712
-0.699, -0.478, 1.705
-0.696, -0.462, 1.697
-0.693, -0.447, 1.690
-0.690, -0.431, 1.683
-0.687, -0.416, 1.676
-0.698, -0.400, 1.668
-0.695, -0.385, 1.661
-0.692, -0.370, 1.655
-0.690, -0.356, 1.648
-0.687, -0.341, 1.641
